"id";"year";"width";"height";"depth";"title";"description";"artistid";"latitude";"longitude";"city";"country";"sortyear";"roomid";"imageid";"imagepath"
526;"1750";83;68;;"Portrait de Jan Frederik Bachman (vers 1720-1774) et sa famille";"";292;;;"Montpellier";"France";1750;92;1146;"7e5ba57c898ae3b9cbeb582de8efc92b7a5f81e473e33c1eb9135c76bebb896c.jpg"
527;"1756";59.7;76;;"Portrait de Jan Frederik Bachman (vers 1720-1774)";"";292;;;"Montpellier";"France";1756;92;1147;"5574cf749e8804ccb4dac7f4c43913c1e7dd16a5475f1bc20dee563d7453245f.jpg"
528;"1748";82;67;;"Portrait de Johanna Catherina van den Broek (1721-1788) et sa famille";"";292;;;"Montpellier";"France";1748;92;1148;"ddca0a262455553de6de10605ca7ec777a66c29f7c388004eecae4733556ab58.jpg"
529;"1752";80;66;;"Stèle commémorative à la mémoire de Willem Swart (1659-1736)";"";292;;;"Montpellier";"France";1752;92;1149;"2629541ac5c8d2a498d7715f18f8d2cf21da013bf27abd638ec831c5a57d40a5.jpg"
530;"1747";82;67;;"Double portrait de Jan Frederik Bachman (vers 1720-1774) et Johanna Catharina van den Broek (1721-1788)";"";292;;;"Montpellier";"France";1747;92;1150;"f88a0a4b53236093912d5335c15428e8d44d1c13dc7efe0bc67b02b2a47876de.jpg"
531;"1878";;;;"Chat sauvage et faisan";"";293;;;"Montpellier";"France";1878;92;1151;"1858841b3ff18bd5edef145f8032cd89da8001e035792f7f9909b332f9ec604d.jpg"
532;"1849";;;;"Portrait de l'artiste par lui-même";"Le Portrait de l'artiste par lui-même – ou simplement Autoportrait – est un tableau réalisé en 1945 par le peintre français Pierre Bonnard. De format vertical, cette huile sur toile est l'un des derniers autoportraits de l'artiste, qui disparaît en janvier 1947. Il se figure en buste, vêtu d'un peignoir orange, ses yeux comme remplacés par des trous dans son visage jaune. L'œuvre est conservée à la Fondation Bemberg, qui le considère comme l'un de ses chefs-d'œuvre. L'établissement muséal toulousain détient une autre toile de Bonnard dans laquelle il se peint, le plus ancien Autoportrait sur fond blanc, chemise col ouvert, datant de 1933 environ.";67;;;"Montpellier";"France";1849;92;1152;"4c8220e3f2ee8fae23e8824782871cad2db9c7f789900e5296b6254565ad0d2e.jpg"
533;"1902";;;;"Portrait de M. le baron Creuzé de Lesser";"";294;;;"Montpellier";"France";1902;92;1153;"6d8bff70652598dfdf3129cb5c99c22d8e873cab5db96db45774ff05c342d6e7.jpg"
52;"1783";57.0;145.0;64.0;"L’Hiver dit La Frileuse";"*L'Hiver* ou *La Frileuse* est une célèbre sculpture réalisée par **Jean-Antoine Houdon** en 1783. Cette œuvre en marbre représente une femme drapée dans une étoffe légère, symbolisant le froid et l'hiver. La figure est courbée, repliée sur elle-même, comme pour se protéger des rigueurs de la saison. Le visage exprime une sensation de frisson, accentuant le réalisme de l'émotion. 

Houdon, maître du néoclassicisme, parvient à capturer à la fois la fragilité et la grâce de la figure féminine, tout en suggérant la rudesse du climat hivernal.";16;;;"Montpellier";"France";1783;21;1210;"12f4650b26823eb3a667b96973f74a9acf7bcfbbf5ec0d347f7350683daa35dd.jpg"
52;"1783";57.0;145.0;64.0;"L’Hiver dit La Frileuse";"*L'Hiver* ou *La Frileuse* est une célèbre sculpture réalisée par **Jean-Antoine Houdon** en 1783. Cette œuvre en marbre représente une femme drapée dans une étoffe légère, symbolisant le froid et l'hiver. La figure est courbée, repliée sur elle-même, comme pour se protéger des rigueurs de la saison. Le visage exprime une sensation de frisson, accentuant le réalisme de l'émotion. 

Houdon, maître du néoclassicisme, parvient à capturer à la fois la fragilité et la grâce de la figure féminine, tout en suggérant la rudesse du climat hivernal.";16;;;"Montpellier";"France";1783;21;1211;"0f8c2763e6ab445ae0a102169a4778c0d59246fce5f843ab559e98b086b2bff6.jpg"
408;"1660";40.0;55.0;;"Le repos devant l'auberge";"";2;;;"Montpellier";"France";1660;5;1228;"f240e5274f4b5f53e117948098e71dcc480ff6e342f4d34868446db14f3c881e.jpg"
216;"1717";100.0;134.0;;"Pygmalion amoureux de sa statue";"*Pygmalion amoureux de sa statue*, dit aussi *Pygmalion et Galatée*, est un tableau de Jean Raoux, reprenant le mythe de Pygmalion et Galatée décrit par Ovide dans ses *Métamorphoses*.";59;;;"Montpellier";"France";1717;92;1229;"98cdb799528c49485b0abd8634f3bf92cf7a7a78881404a665ef701d1f30c040.jpg"
402;"1820";65.0;80.0;;"Étude d'après le modèle Aspasie";"";31;;;"Montpellier";"France";1820;32;1236;"7cc1ae5c534e3e47231306541ffd45d1f9ae72d63d5b7f538dfe4d3f004ea518.jpg"
191;"1665";77.5;65.5;;"Paysage et animaux";"";249;;;"Montpellier";"France";1665;92;1250;"96202efb87b4faa669b8b4169305ef72beb107abcb43278d4e39da712ae537e7.jpg"
367;"1670";34.5;44.0;;"Rébecca et Éliézer";"Ancienne attribuée à Nicolas Poussin";163;;;"Montpellier";"France";1670;92;1252;"2635b3b6a6afa55603b64454c80f11ce345913d43c6d09810fbba2765647e077.jpg"
35;"Vers 1662";81.0;94.0;;"Comme les vieux chantent, les enfants piaillent";"### Une Œuvre de Jan Steen

*Comme les vieux chantent, les enfants piaillent* est une peinture du célèbre artiste néerlandais Jan Steen, réalisée au XVIIe siècle. Cette œuvre est typique du style de Steen, qui est reconnu pour ses scènes de genre humoristiques et ses représentations de la vie quotidienne. Le tableau illustre une scène familiale animée où plusieurs générations sont réunies autour d'une table, capturant l'esprit festif et tumultueux de l'époque.

### Thème et Symbolisme

Le titre de l'œuvre, qui peut être traduit par ""Comme les vieux chantent, les enfants piaillent,"" renvoie à un proverbe néerlandais. Ce proverbe souligne l'idée que les enfants imitent le comportement des adultes, un thème central dans l'œuvre de Steen. Le tableau met en lumière les dynamiques familiales, avec des personnages qui expriment une joie exubérante, tout en offrant une critique subtile des mœurs sociales de l'époque.

### Une Critique Sociale

Bien que la scène puisse sembler légère et amusante, Jan Steen utilise souvent l'humour pour véhiculer des messages plus profonds. *Comme les vieux chantent, les enfants piaillent* invite le spectateur à réfléchir sur l'influence des parents sur leurs enfants et sur la manière dont les valeurs et comportements se transmettent de génération en génération. Steen, par son art, montre que les actions des adultes ont un impact direct sur le développement moral et social des plus jeunes.";2;;;"Montpellier";"France";1662;5;1391;"4418ffb27391c19742523bb37ba48f54cb72cd9210bd75dfe1fe5c1219ae47f9.jpg"
105;"1778";172.5;124.0;;"Académie d'homme, Hector";"";35;;;"Montpellier";"France";1778;92;1392;"14a0782e1de4f41c2e493df8de8e1c49e62783f03a31e0b3b0b53331d7207452.jpg"
51;"1777";;;;"Fontaine des Trois Grâces";"### Fontaine des Trois Grâces

La Fontaine des Trois Grâces est un monument emblématique situé au cœur de Montpellier, sur la place de la Comédie. Inaugurée en 1776, cette fontaine est l'œuvre du sculpteur Étienne Dantoine.

#### Description :
- **Les Trois Grâces** : La fontaine est surmontée d'une sculpture représentant les Trois Grâces, figures mythologiques incarnant la beauté, la créativité et la fertilité. Ces trois déesses, Aglaé, Thalie, et Euphrosyne, sont représentées nues et entrelacées, symbolisant l'union et l'harmonie.
  
- **Le Piédestal** : Les Trois Grâces reposent sur un piédestal central entouré de vasques d'eau, dans un style néoclassique qui reflète les tendances artistiques de l'époque.

- **Symbole de la Ville** : La fontaine est non seulement un exemple remarquable de sculpture néoclassique, mais elle est aussi un symbole fort de Montpellier, illustrant le raffinement et l'élégance de la ville.

Aujourd'hui, la Fontaine des Trois Grâces est un point de rencontre populaire et un repère central pour les habitants et les visiteurs de Montpellier.";10;43.608454031360225;3.879510690666588;"Montpellier";"France";1777;;1402;"f92b38059f5c30e5ff19401a5cab7f67685fb58e8625a23565388ff44462fb81.jpg"
1;"1868";89.0;130.0;;"Vue de village";"## *Vue de village* de Frédéric Bazille

*Vue de village*, peint par Frédéric Bazille en 1868, est un remarquable exemple de l'art impressionniste naissant. Cette œuvre capture un paysage rural paisible avec une attention particulière à la lumière naturelle et à l'atmosphère. Utilisant des touches de pinceau distinctes et des couleurs vives, Bazille crée une scène vibrante qui transmet la tranquillité et la simplicité de la vie à la campagne. 

Le tableau illustre parfaitement l'intérêt de Bazille pour la peinture en plein air, une pratique qu'il partageait avec ses contemporains tels que Claude Monet et Pierre-Auguste Renoir. Dans *Vue de village*, Bazille démontre son talent pour saisir les subtilités de la nature, en représentant fidèlement les effets de la lumière sur le paysage et les bâtiments. La composition reflète également son habileté à créer une perspective profonde et une atmosphère réaliste, tout en conservant une certaine spontanéité dans l'exécution.
*Vue de village* reste une œuvre significative de Bazille, mettant en lumière son rôle clé dans le développement de l'impressionnisme. Malgré sa carrière tragiquement courte, ce tableau, parmi d'autres, témoigne de son génie artistique et de son influence durable sur le monde de l'art.";1;;;"Montpellier";"France";1868;39;1403;"917c116e8086a3c8494ea832bcc83d3a065857fcf9128eb8c8338c91fe0fc52e.jpg"
122;"1690";145;58.5;;"Bataille";"Une bataille est un combat entre deux ou plusieurs groupes. Les batailles ont généralement lieu au cours d'une guerre. Le nombre de combattants est très variable et peut aller de quelques individus dans chaque camp à plusieurs centaines de milliers.
On considère généralement que l'un des camps en présence est victorieux lorsque son adversaire s'est rendu, s'est dispersé, a fait retraite ou a été rendu incapable de poursuivre des opérations militaires. Le stratège allemand Carl von Clausewitz a affirmé que « l'utilisation des batailles pour gagner la fin de la guerre » était l'essence de la stratégie.";121;;;"Montpellier";"France";1690;92;1418;"02c514728707492a1908100bda19a4b8bcaf1ba8643e91a987f8619c936a8e5e.jpg"
436;"1759";183;245.5;;"Hector exposé sur les rives du Scamandre";"";125;;;"Montpellier";"France";1759;92;1420;"49859ef9184dd6497701bfb607b34ee9ae7ddb04b1d4a1013164fe8ccd4a0e2b.jpg"
465;"1853";187;259;;"Clotilde de Surville";"";176;;;"Montpellier";"France";1853;92;1421;"e79a9915d94f2706d5db3f3d5fa572c26af0b16444a57ba1358d6560872c2e41.jpg"
129;"1490";31;45;;"Portrait de jeune femme et portrait de jeune homme";"Domenico Ghirlandaio, maître florentin de la seconde moitié du XVe siècle, s'inscrit dans la grande tradition de la Renaissance italienne. Formé dans l'atmosphère effervescente de Florence, il a su capter dans ses portraits une finesse psychologique et un sens du détail remarquable.

Les tableaux Portrait de jeune femme et Portrait de jeune homme sont datés des années 1480-1490, une période où Ghirlandaio excelle dans l’art du portrait. Commandés probablement dans le cadre d’un mariage, ces œuvres sont caractéristiques des portraits de l’élite florentine, mêlant représentations idéalisées et références à la réalité sociale.

Chaque portrait présente un buste de trois-quarts, inscrit dans une composition stricte et équilibrée. La jeune femme, vêtue d’un habit richement orné, affiche une coiffure et des accessoires qui témoignent de son statut social. Le jeune homme, en revanche, est sobrement habillé, soulignant peut-être une certaine retenue masculine, mais son regard sûr et ses traits délicats trahissent une origine noble.

Les deux œuvres étaient probablement conçues pour se faire face, créant ainsi une interaction symbolique entre les deux protagonistes. Les arrière-plans sont sommaires, mettant l’accent sur les figures, bien que des éléments subtils (fenêtres, paysage lointain) confèrent une profondeur supplémentaire à la composition.";70;;;"Montpellier";"France";1490;9;1464;"393808e5ec641290f9426868cca0e5fa085f43aac753cced053fd70344a34aea.jpg"
194;"1685";29;21.5;;"Paysage au château";"";213;;;"Montpellier";"France";1685;92;1465;"605e963e2f5fc38cb3a46389c62a4c13f6ed6f7fee098dfa7fdc39a9ed9a5f63.jpg"
275;"1543";103;43;;"Visitation, Adoration des Mages, Fuite en Égypte, Circoncision & Assomption";"";312;;;"Montpellier";"France";1543;92;1467;"a10d660c4583cc24e779702a9dd4fc6929372f557d70a4ef1276f969bc07d4f7.jpg"
2;"1864";190.5;70.5;;"Étude de nu, dit Nu couché";"## *Étude de nu, dit Nu couché* de Frédéric Bazille

""Étude de nu, dit Nu couché"" est une œuvre réalisée par Frédéric Bazille en 1864. Ce tableau représente un homme nu allongé sur un drap blanc, capturant la finesse et la délicatesse de la peau humaine avec une précision remarquable. L'utilisation de la lumière et des ombres met en valeur les contours du corps, révélant le talent de Bazille pour la représentation réaliste de l'anatomie humaine.

Cette étude de nu montre l'influence de l'académisme sur Bazille, tout en anticipant certaines des innovations stylistiques des impressionnistes. La toile se distingue par sa composition simple mais puissante, où l'attention aux détails et la maîtrise des nuances de couleur démontrent l'habileté technique de l'artiste. Le choix de peindre un modèle masculin nu était audacieux à l'époque et témoigne de l'engagement de Bazille à explorer de nouveaux sujets et techniques.

""Nu couché"" reflète également l'intérêt de Bazille pour les études de la figure humaine et son désir de perfectionner son art. Cette œuvre, bien que moins connue que certaines de ses autres peintures, est un exemple important de son travail et de sa contribution à l'art du XIXe siècle, marquant un point de rencontre entre les traditions académiques et les innovations impressionnistes.";1;;;"Montpellier";"France";1864;39;1476;"3c65bc5fc1f2dfce6e0575a9171bd626882eb0627d19eae19cd66c13a514c1a0.jpg"
